,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If maybe, what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Which of the following best describes your work position?,Do you work remotely?,age_range
532,2,1,0,2,2,2,0,5,1,2,1,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,2,1,77,1,3,1,0,3,8,1,19,1,1
533,4,1,2,1,2,2,0,4,1,0,1,2,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,1,2,0,1,0,0,0,0,3,0,1,2,2,2,67,77,1,3,1,1,2,5,1,232,2,1
534,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,1,5,2,3,0,1,4,4,2,1,0,2,1,3,4,3,1,0,0,2,2,5,1,1,1,2,2,83,77,1,68,1,4,4,20,1,158,0,2
535,2,1,0,0,2,2,0,1,0,2,1,1,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,2,1,1,2,0,1,0,1,1,1,2,0,0,0,0,0,107,60,0,95,0,1,1,10,1,8,1,1
536,2,0,2,0,2,2,0,4,1,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,3,4,4,1,2,3,0,1,1,1,3,3,4,1,1,2,2,2,83,77,1,68,1,4,2,21,0,206,1,2
537,0,0,2,2,2,2,1,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,2,1,1,0,3,2,0,0,2,0,0,107,13,1,9,1,4,2,11,1,48,0,1
538,2,0,4,2,2,2,0,4,1,2,2,2,2,0,0,1,0,1,0,1,0,4,1,3,4,4,3,4,2,1,1,2,4,2,1,1,3,0,4,1,1,1,1,1,107,77,0,95,0,1,1,13,1,61,2,2
539,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,0,3,0,3,0,1,2,1,2,1,0,3,1,1,2,3,1,0,1,3,3,4,0,2,0,0,0,107,60,0,95,0,1,4,15,1,50,2,2
540,4,0,4,0,0,0,2,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,4,3,2,2,3,3,2,2,2,0,2,0,0,1,1,2,2,10,77,1,9,1,3,2,16,0,163,2,2
541,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,4,0,2,0,3,1,1,2,0,2,1,0,3,2,1,2,2,2,0,1,4,0,4,3,2,2,0,0,107,8,0,95,0,1,4,11,1,71,2,1
542,4,0,2,2,2,2,0,0,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,2,3,3,1,0,1,0,0,0,0,1,2,0,1,107,77,0,95,1,1,1,17,1,0,1,2
543,2,0,0,2,0,2,0,1,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,0,2,1,0,2,1,2,4,4,1,2,0,0,1,4,0,1,0,1,1,107,77,0,95,0,1,1,7,1,3,2,1
544,3,1,0,0,3,0,0,4,1,2,2,1,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,4,3,2,2,0,3,2,1,0,3,3,4,3,1,2,0,1,107,77,1,68,1,4,4,12,0,162,1,2
545,2,1,3,1,3,3,2,6,0,2,1,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,0,2,1,2,0,0,0,4,1,1,2,1,1,107,77,0,95,0,1,1,14,1,99,1,2
546,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,3,0,0,1,2,1,0,1,1,0,0,1,1,0,2,0,3,3,4,1,1,2,2,2,1,77,1,3,1,4,4,11,1,72,2,1
547,2,0,0,0,2,2,0,4,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,0,0,3,2,0,0,2,2,3,3,1,0,0,0,1,3,2,1,1,2,2,83,77,1,68,1,0,4,27,1,162,0,2
548,1,0,2,2,2,3,0,1,1,2,2,2,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,2,2,3,3,1,2,0,0,0,4,1,1,2,2,1,107,77,1,9,1,3,4,13,1,30,2,2
549,1,0,4,0,0,3,0,6,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,2,0,1,1,1,3,0,0,0,1,1,1,1,107,77,0,95,0,1,1,15,1,0,2,2
550,1,0,0,0,2,0,0,4,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,1,2,2,2,0,0,0,0,4,3,0,2,2,2,87,77,1,72,1,4,4,22,1,45,0,2
551,1,0,0,0,2,0,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,3,4,3,2,2,3,3,2,2,0,0,0,4,3,0,1,1,1,107,77,0,95,0,1,1,13,1,0,0,2
552,5,1,4,2,0,3,0,3,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,4,0,3,3,0,3,2,1,3,0,2,1,1,3,3,4,0,1,2,2,1,107,77,1,3,1,4,4,28,1,72,2,2
553,1,0,0,2,2,0,0,6,0,2,1,1,3,0,0,1,0,1,0,1,0,4,1,0,1,3,2,2,3,2,1,2,3,1,1,1,0,0,1,1,1,2,1,1,107,77,0,95,0,1,1,10,1,45,0,1
554,1,1,4,0,3,0,0,0,1,2,2,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,3,1,0,0,0,3,4,1,1,0,1,1,107,77,1,3,1,0,3,17,1,47,2,2
555,1,0,2,3,2,2,0,3,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,1,2,3,3,1,0,1,4,3,4,1,1,2,2,2,83,77,1,68,1,4,2,13,1,45,2,2
556,1,0,0,2,2,0,0,1,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,0,2,2,3,3,2,0,1,0,0,4,1,1,2,0,0,107,44,0,95,1,1,3,10,1,45,2,1
557,0,0,3,1,2,2,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,2,1,2,2,2,0,1,3,1,4,1,1,1,1,1,107,77,0,95,0,1,1,3,1,4,1,1
558,5,0,4,3,2,2,2,6,1,2,1,1,2,1,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,2,1,3,2,3,1,1,4,3,5,2,2,2,2,2,91,77,1,76,1,2,2,13,0,0,2,2
559,5,1,4,0,2,2,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,2,2,1,0,0,1,1,0,3,0,3,1,1,1,1,1,107,77,0,95,0,1,1,0,0,95,1,0
560,4,0,2,1,2,2,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,4,2,1,3,4,4,1,2,2,0,1,1,1,1,1,1,1,107,77,0,95,0,1,1,11,1,24,2,1
561,4,0,0,0,2,0,2,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,3,3,2,2,3,2,1,2,2,1,1,5,1,1,2,2,0,107,20,1,9,1,1,1,13,2,163,0,2
562,5,0,0,0,0,0,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,2,3,2,2,3,3,1,0,0,1,0,3,1,1,1,1,1,107,77,0,95,0,1,1,3,1,95,2,1
563,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,3,0,0,1,2,1,0,1,1,0,0,1,1,0,1,1,1,2,4,1,1,2,1,1,107,77,0,95,0,1,1,11,1,225,0,1
564,1,0,4,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,1,2,1,0,0,2,2,3,2,2,2,0,0,1,0,0,1,2,1,1,107,77,0,95,0,1,1,14,1,0,2,2
565,4,0,2,2,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,3,1,4,1,1,1,1,1,107,77,0,95,0,1,1,14,1,0,2,2
566,4,0,2,0,2,2,0,5,1,0,1,0,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,2,2,0,1,3,3,3,0,0,1,2,1,107,77,1,9,1,0,4,29,0,95,1,2
567,5,0,2,2,2,2,0,3,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,0,2,1,0,0,0,0,3,1,1,1,0,1,107,77,0,95,1,1,1,26,1,162,1,2
568,2,0,0,0,3,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,4,3,1,2,3,3,1,0,0,1,1,4,0,1,2,2,1,107,77,1,41,1,0,2,9,1,0,2,1
569,1,0,0,2,0,0,0,3,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,3,1,2,3,0,1,0,1,0,1,3,0,1,2,0,1,107,77,0,95,1,1,2,25,1,0,2,2
570,4,0,2,1,2,2,0,3,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,3,2,1,1,1,3,1,4,1,1,1,1,1,107,77,0,95,0,1,1,12,1,236,2,2
571,2,0,4,0,2,2,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,1,1,4,1,1,0,2,2,14,77,1,10,1,3,2,12,0,0,2,2
572,5,0,4,2,3,0,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,2,1,3,4,0,1,0,0,1,1,5,1,1,1,1,1,107,77,0,95,0,1,1,10,1,45,1,1
573,5,1,4,3,2,0,0,0,1,0,1,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,1,1,4,0,1,1,1,1,107,77,0,95,0,1,1,7,1,111,1,1
574,1,1,4,3,3,0,0,1,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,4,2,1,2,2,1,1,1,0,1,5,1,1,2,2,2,107,77,1,95,1,3,2,16,0,117,2,2
575,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,2,1,4,2,2,4,1,0,1,4,3,4,0,1,2,3,4,1,0,0,0,0,4,0,1,0,0,1,107,77,0,95,1,1,1,25,1,11,2,2
576,4,0,4,2,2,0,0,0,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,3,4,3,2,4,0,1,1,0,3,2,0,1,0,3,4,3,1,2,2,2,57,77,1,3,1,3,2,26,1,30,0,2
577,4,1,4,0,2,0,0,4,0,2,1,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,3,4,1,1,2,2,2,21,77,1,10,1,4,2,3,0,92,2,1
578,1,0,4,3,2,2,0,0,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,1,2,3,2,2,0,0,4,0,4,2,1,0,0,0,107,44,0,95,0,3,2,15,1,8,2,2
579,2,0,0,0,2,2,0,4,1,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,3,3,2,0,3,2,1,2,3,2,0,0,0,3,4,2,1,0,0,0,107,74,0,95,0,1,3,16,1,235,1,2
580,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,2,1,2,3,3,2,1,3,4,3,2,4,4,1,2,0,3,2,1,1,3,3,4,2,0,2,2,2,83,77,1,68,1,4,2,20,1,162,2,2
581,4,0,3,3,2,2,1,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,0,1,0,4,1,1,2,0,1,1,1,3,3,5,1,1,2,2,0,107,81,1,84,1,1,1,7,1,47,1,1
582,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,0,4,1,3,0,0,1,0,0,1,2,0,0,1,0,0,0,0,1,1,1,1,1,1,107,77,0,95,0,1,1,22,1,72,2,2
583,5,0,3,0,0,0,0,3,1,2,0,0,0,1,0,1,0,1,0,1,0,4,1,2,4,4,2,0,3,1,2,3,3,2,0,1,0,0,5,2,1,2,2,2,38,77,1,27,1,3,2,5,1,9,2,1
584,4,0,0,2,2,0,2,4,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,2,1,3,0,2,2,0,0,1,0,3,1,2,2,2,10,77,1,9,1,4,2,5,1,225,1,1
585,2,0,4,3,2,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,4,2,1,0,3,2,1,2,3,1,2,1,0,0,4,1,1,1,2,2,118,77,1,105,1,4,4,15,1,0,2,2
586,2,0,2,1,2,2,0,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,3,1,2,3,2,2,0,0,0,0,5,0,1,1,1,1,107,77,0,95,0,1,1,17,1,205,2,2
587,3,1,4,3,0,0,0,3,1,0,1,1,0,1,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,1,2,3,3,0,1,3,3,4,3,0,2,2,0,107,13,1,9,1,3,4,22,1,205,2,2
588,5,0,3,0,2,2,0,4,1,2,0,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,3,1,0,1,0,1,4,3,1,1,2,2,27,77,1,19,1,4,2,2,1,45,1,1
589,1,0,0,0,2,0,1,4,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,0,2,2,3,2,1,0,0,0,0,4,2,1,0,2,2,83,77,1,68,1,3,2,14,1,0,2,2
590,5,0,0,0,2,2,0,4,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,0,3,3,3,2,1,2,2,0,1,4,1,1,2,1,1,107,77,0,95,1,3,2,13,1,113,0,2
591,5,1,4,3,2,3,2,1,0,2,2,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,1,1,5,1,1,0,2,2,83,77,1,68,1,3,4,42,0,11,1,2
592,2,1,4,3,2,2,0,3,1,2,0,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,0,0,4,0,1,2,2,2,10,77,1,9,1,3,2,18,1,0,2,2
593,2,0,0,0,2,2,0,4,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,2,1,3,4,0,1,2,2,0,1,4,1,1,0,1,0,107,2,0,95,0,0,0,13,1,250,0,2
594,5,0,4,3,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,4,4,3,2,0,0,2,2,3,0,1,1,1,0,0,0,1,1,1,1,1,107,77,0,95,1,3,4,12,1,234,2,2
595,4,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,3,4,1,1,2,2,0,107,66,1,68,1,3,3,9,1,96,2,1
596,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,1,1,4,0,2,4,1,3,0,2,1,0,3,2,2,3,2,2,0,0,0,0,4,0,1,2,2,2,10,77,1,9,1,4,2,29,0,152,0,2
597,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,2,3,4,4,3,2,1,3,0,2,2,0,4,3,2,3,0,1,1,1,3,0,0,2,0,2,2,2,34,77,1,9,1,2,2,21,1,95,2,2
598,2,0,4,3,2,0,2,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,2,1,2,3,0,1,0,0,1,0,3,1,1,1,2,2,10,77,1,9,1,4,4,10,1,171,1,1
599,2,1,4,3,3,3,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,2,2,0,1,1,1,3,0,0,1,1,0,1,1,107,77,0,95,1,1,1,14,1,0,1,2
600,2,1,0,0,3,2,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,2,0,2,1,2,4,4,1,0,0,0,1,1,1,1,2,1,1,107,77,0,95,0,1,1,8,1,257,2,1
601,2,1,3,1,2,2,1,6,0,2,0,0,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,2,0,1,0,1,1,1,1,1,107,77,0,95,0,1,1,5,1,126,2,1
602,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,3,4,0,3,1,0,1,2,1,0,1,1,0,0,1,1,0,2,0,3,0,0,1,1,2,0,2,50,77,1,38,1,2,2,9,1,156,2,1
603,0,0,4,3,3,2,1,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,2,2,3,0,1,2,2,2,2,5,1,1,2,0,0,107,50,0,95,1,1,1,23,1,30,0,2
604,2,0,2,1,2,2,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,2,3,0,1,1,1,3,1,1,1,1,1,1,1,107,77,0,95,0,1,1,9,1,101,2,1
605,3,0,0,2,2,0,0,3,1,0,0,0,2,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,3,2,1,0,0,0,0,5,3,2,2,2,2,47,77,1,35,1,4,4,21,1,36,0,2
606,5,0,4,0,2,3,0,6,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,4,3,0,1,2,3,2,1,2,2,1,1,1,4,1,2,1,1,2,2,0,107,2,1,66,1,3,3,13,0,30,0,2
607,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,1,2,3,0,4,1,3,3,2,1,0,3,3,2,3,2,2,0,1,3,3,4,0,0,1,0,0,107,33,1,9,1,0,3,14,1,96,0,2
608,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,1,2,3,3,0,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,3,1,1,1,0,0,107,2,1,113,1,1,1,21,1,126,0,2
609,4,0,4,3,2,2,2,6,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,3,2,2,3,2,1,1,1,3,0,4,1,1,2,2,2,10,77,1,9,1,4,2,7,1,46,1,1
610,1,0,0,0,2,0,0,4,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,3,3,3,1,2,3,2,1,3,3,3,0,1,0,0,4,0,2,2,2,2,105,77,1,91,1,3,2,20,0,44,2,2
611,3,1,3,1,3,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,4,3,2,2,3,0,2,0,1,0,1,4,1,1,1,0,0,107,13,0,95,0,1,4,19,1,61,1,2
612,5,0,4,2,2,0,0,5,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,3,2,1,3,2,1,1,1,3,3,3,1,1,2,0,2,1,77,0,95,0,4,2,15,1,0,2,2
613,2,1,0,1,2,2,0,5,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,4,0,2,2,3,3,1,1,0,4,1,5,3,0,0,2,2,68,77,1,54,1,4,2,25,1,3,1,2
614,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,3,1,3,3,3,1,1,2,1,0,1,0,3,1,1,3,0,2,2,1,3,3,4,3,0,1,1,0,107,15,0,95,0,1,2,35,1,127,0,2
615,1,0,4,2,2,2,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,4,2,1,2,3,3,3,2,2,1,2,2,1,1,5,1,1,1,1,1,107,77,0,95,0,1,1,5,1,162,0,1
616,4,0,4,3,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,1,2,2,2,2,2,2,2,2,5,2,1,2,2,2,83,77,1,68,1,4,2,12,1,95,2,2
617,5,0,4,3,0,0,1,3,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,3,0,2,2,2,3,2,1,3,2,3,0,1,4,0,4,2,2,2,2,2,50,77,1,26,1,4,2,28,1,162,2,2
618,5,0,3,1,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,0,4,3,3,4,3,2,3,2,3,2,2,0,0,5,2,1,2,2,2,118,77,1,105,1,0,2,11,1,249,2,1
619,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,3,1,3,3,1,4,1,3,1,2,1,0,4,1,1,0,0,2,0,1,3,3,3,3,2,0,0,1,107,77,0,95,0,1,1,15,1,134,0,2
620,4,0,4,0,3,3,2,6,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,3,0,0,2,0,0,1,2,0,0,1,1,1,1,1,5,1,1,2,2,2,88,77,1,74,1,2,2,10,2,0,2,1
621,5,0,4,0,2,0,0,5,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,3,3,3,2,0,2,1,2,4,3,1,0,0,3,0,4,1,1,1,1,1,107,77,0,95,0,1,1,8,1,110,2,1
622,5,1,4,2,3,3,2,1,0,2,1,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,0,4,1,1,1,2,2,68,77,1,54,1,4,2,10,1,62,1,1
623,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,2,1,3,3,3,1,1,3,0,2,1,4,3,2,2,0,3,1,0,1,3,3,1,3,2,1,0,0,107,13,0,95,0,1,4,24,0,126,2,2
624,1,0,4,0,2,2,2,3,1,2,0,1,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,2,2,2,0,1,0,0,0,0,0,2,2,2,83,77,1,68,1,4,4,12,2,16,2,2
625,4,1,0,0,2,2,0,0,1,0,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,0,2,2,3,3,2,2,0,3,3,0,3,0,1,1,0,107,24,0,95,0,1,4,8,1,8,1,1
626,4,0,2,1,2,2,1,3,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,0,1,2,3,2,1,0,0,0,4,4,2,0,1,2,2,10,77,1,9,1,3,2,10,1,45,1,1
627,4,0,3,1,2,2,0,4,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,0,1,2,1,0,1,1,1,1,1,1,1,107,77,0,95,0,1,1,10,1,0,1,1
628,5,0,4,0,2,3,0,3,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,3,3,1,1,1,0,0,3,0,2,0,0,2,83,77,1,68,0,1,3,23,1,205,2,2
629,4,0,4,0,2,2,0,3,1,2,1,0,0,0,0,1,0,1,0,1,0,4,1,0,0,2,1,0,3,2,2,2,2,1,0,1,3,0,4,1,1,2,2,1,107,77,0,95,0,1,4,7,0,96,0,1
630,4,0,0,0,3,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,3,2,3,3,2,2,3,3,2,0,0,0,0,4,3,0,2,2,1,107,77,1,68,1,3,2,7,1,99,2,1
631,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,2,0,3,0,3,0,1,2,1,2,1,2,4,1,1,3,2,2,2,1,3,3,4,3,2,2,2,2,44,77,1,32,1,4,2,15,1,95,2,2
632,1,0,4,3,3,2,2,3,1,0,1,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,1,0,2,3,2,1,0,3,4,0,1,0,1,1,107,77,0,95,0,1,1,5,1,162,2,1
633,5,0,4,2,3,3,2,3,1,0,1,1,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,2,2,3,0,1,0,0,3,3,3,0,1,1,1,1,107,77,0,95,0,1,1,6,1,162,1,1
634,4,0,4,3,2,2,0,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,0,4,3,0,0,1,2,3,3,1,2,0,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,3,1,0,2,1
635,1,0,4,0,2,0,2,1,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,1,2,3,0,1,2,0,1,1,4,1,1,2,2,2,107,77,1,10,1,4,2,14,1,63,2,2
636,2,0,4,2,2,3,0,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,3,4,2,1,2,4,4,1,2,2,3,1,5,1,1,1,1,1,107,77,0,95,0,1,1,34,1,72,0,2
637,2,0,4,3,2,2,0,4,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,4,4,3,2,0,3,1,3,4,3,1,1,0,3,1,5,3,0,2,2,2,1,77,1,3,1,4,2,13,1,0,1,2
638,4,0,2,1,2,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,1,3,3,2,1,1,3,3,5,3,0,1,2,1,107,77,1,68,1,4,1,13,1,72,2,2
639,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,2,0,2,0,2,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,2,3,2,1,1,0,107,87,0,95,0,4,4,36,1,11,2,2
640,4,0,0,2,2,2,2,3,1,2,0,1,0,0,0,1,0,1,0,1,0,4,1,0,0,2,1,4,0,1,2,2,3,1,2,2,3,0,4,0,1,1,1,1,107,77,0,95,1,1,1,8,1,3,1,1
