,index,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats,title
409,582,3.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4,2.0,3.0,3.0,2.0,3,1,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,3.0,2,3.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,4,2.0,4,1,3,1.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1,5.0,3.0,4.0,4.0,3.0,2,3.0,22.0,172.0,70.0,3.0,1,2,2,2,0,1,582F
410,583,5.0,4.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,1,1.0,1.0,2.0,2.0,1,0,3.0,5.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,1,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3,3.0,3,3,3,2.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,4.0,3.0,3,3.0,2.0,4.0,4.0,2.0,5,5.0,22.0,190.0,80.0,1.0,1,2,2,2,0,1,583H
411,584,5.0,3.0,4.0,3.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,1.0,3.0,3.0,3,3.0,3.0,3.0,4.0,4,1,4.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,1.0,1.0,5.0,1,1.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,5,2.0,2,3,3,3.0,3.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,3,2.0,2.0,2.0,2.0,2.0,2,2.0,28.0,178.0,65.0,1.0,2,0,6,2,0,1,584X
412,585,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,5,3.0,4.0,5.0,3.0,1,0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,1,5.0,5.0,5.0,3.0,5.0,5.0,3.0,3.0,4,1.0,3,3,1,3.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2,3.0,4.0,3.0,4.0,4.0,3,5.0,21.0,185.0,80.0,1.0,1,2,4,2,0,1,585j
413,587,5.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,3.0,3.0,1.0,3.0,3,1.0,1.0,2.0,2.0,2,1,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,3.0,4.0,3.0,5,4.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3,1.0,4,1,3,2.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,2.0,2.0,1,2.0,3.0,2.0,5.0,4.0,2,1.0,17.0,165.0,65.0,3.0,2,2,1,2,0,1,587m
414,588,5.0,3.0,4.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,5,4.0,2.0,5.0,3.0,1,0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,4.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,4.0,1,4.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,4,1.0,3,1,1,2.0,3.0,3.0,4.0,2.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,4.0,1.0,5.0,5.0,3.0,2.0,2,2.0,4.0,4.0,3.0,4.0,2,3.0,21.0,170.0,52.0,1.0,2,2,4,1,0,1,588Z
415,589,5.0,4.0,1.0,1.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,1.0,3.0,5.0,4.0,3.0,1.0,1.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,3.0,1.0,5.0,1,1.0,2.0,1.0,1.0,4,0,3.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,1.0,3.0,1,1.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4,3.0,4,1,1,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,1,1.0,4.0,5.0,5.0,4.0,5,5.0,17.0,173.0,66.0,1.0,2,2,1,2,2,1,589A
416,590,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1,1.0,3.0,4.0,2.0,3,1,2.0,3.0,2.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,2,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,3,2.0,3,3,3,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,2.0,5.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,1,2.0,4.0,2.0,4.0,3.0,4,4.0,28.0,182.0,88.0,1.0,1,2,6,2,0,1,590g
417,591,4.0,3.0,3.0,3.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,1.0,2.0,3.0,1.0,1.0,5.0,2.0,4.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,5.0,5.0,2.0,4.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,1.0,5.0,1.0,1.0,4,2.0,3.0,3.0,3.0,4,0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,5.0,1.0,5.0,1,5.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,4,2.0,3,2,3,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,1,4.0,4.0,4.0,1.0,3.0,5,4.0,20.0,160.0,55.0,1.0,2,2,2,2,0,1,591p
418,593,5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,1,1.0,1.0,2.0,2.0,1,0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,1,3.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3,3.0,3,2,3,3.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,2,4.0,1.0,1.0,2.0,2.0,1,3.0,21.0,172.0,52.0,1.0,2,2,4,2,0,1,593X
419,594,5.0,3.0,2.0,3.0,1.0,5.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,3,2.0,5.0,5.0,1.0,4,2,4.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,1.0,3.0,1,5.0,5.0,5.0,5.0,1.0,3.0,1.0,2.0,3,1.0,4,3,3,2.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,1,2.0,2.0,4.0,4.0,4.0,2,5.0,23.0,189.0,87.0,1.0,1,2,2,2,0,1,594d
420,595,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,5.0,3.0,4.0,2.0,1.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,1.0,1.0,5.0,1.0,1,1.0,1.0,3.0,5.0,4,1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,4.0,1,1.0,1.0,5.0,5.0,3.0,2.0,1.0,4.0,3,1.0,2,2,2,2.0,5.0,5.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,4.0,2.0,2.0,3,1.0,2.0,1.0,2.0,1.0,1,1.0,17.0,168.0,67.0,1.0,1,2,1,1,2,2,595R
421,597,5.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,4,4.0,3.0,4.0,5.0,1,0,3.0,5.0,1.0,1.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,4,4.0,2.0,5.0,2.0,3.0,3.0,3.0,3.0,5,3.0,2,1,4,4.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,2,3.0,4.0,3.0,2.0,3.0,3,4.0,19.0,178.0,68.0,1.0,1,2,4,2,0,1,597k
422,598,4.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,5.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,3,2.0,5.0,3.0,4.0,3,2,3.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,3,3.0,5.0,5.0,4.0,5.0,3.0,4.0,1.0,2,1.0,4,2,1,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,1,5.0,3.0,2.0,2.0,2.0,5,4.0,19.0,170.0,80.0,1.0,1,0,4,2,0,1,598e
423,599,5.0,4.0,5.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,1.0,3.0,3.0,2.0,2.0,5.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,2,2.0,3.0,3.0,3.0,3,1,2.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,3.0,1,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3,3.0,4,3,3,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1,2.0,3.0,4.0,4.0,3.0,3,3.0,19.0,184.0,84.0,1.0,1,2,4,2,0,1,599T
424,600,5.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,5.0,3,1.0,1.0,3.0,2.0,4,0,3.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,1.0,3.0,4.0,1.0,5.0,1,5.0,4.0,4.0,4.0,5.0,2.0,1.0,5.0,3,3.0,4,3,3,2.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,3.0,3.0,3,3.0,4.0,2.0,4.0,2.0,2,4.0,18.0,171.0,54.0,0.0,2,2,4,1,0,1,600a
425,601,5.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,4.0,1.0,2.0,5.0,1.0,2.0,3.0,4.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,5.0,1.0,5.0,3.0,4.0,4.0,3.0,3.0,5,4.0,2.0,5.0,2.0,1,0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1,3.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,3,2.0,5,3,3,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1,3.0,3.0,3.0,3.0,3.0,2,2.0,19.0,164.0,55.0,1.0,2,2,4,2,2,1,601t
426,604,5.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,1.0,1.0,5.0,3.0,3.0,2.0,1.0,5.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,1.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,5,3.0,3.0,5.0,5.0,4,0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,2,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3,2.0,3,1,1,1.0,5.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,5.0,1.0,3.0,3.0,3.0,5.0,3.0,4.0,1,3.0,3.0,4.0,4.0,4.0,3,5.0,21.0,170.0,53.0,1.0,2,2,4,2,0,1,604T
427,605,5.0,3.0,1.0,5.0,5.0,2.0,3.0,3.0,5.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5,1.0,3.0,2.0,4.0,3,0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,3,5.0,5.0,4.0,1.0,5.0,4.0,1.0,2.0,4,5.0,4,2,1,3.0,1.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,2,3.0,4.0,5.0,5.0,4.0,4,4.0,21.0,185.0,65.0,1.0,1,0,2,2,2,2,605v
428,609,4.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,3.0,3.0,5.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,3,3,5.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,1,2.0,2.0,3.0,3.0,1.0,2.0,1.0,5.0,5,4.0,4,1,3,3.0,5.0,2.0,5.0,4.0,3.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,1,4.0,1.0,3.0,1.0,2.0,2,5.0,18.0,188.0,73.0,2.0,1,2,3,2,0,1,609q
429,610,5.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,3.0,1.0,2.0,3.0,5.0,2,2.0,4.0,3.0,4.0,4,0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,1,2.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3,2.0,3,3,3,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,1,3.0,3.0,2.0,3.0,2.0,2,2.0,20.0,183.0,83.0,1.0,1,2,4,2,0,2,610K
430,611,5.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,4,3.0,2.0,3.0,3.0,1,0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,1,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3,1.0,4,2,2,3.0,2.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3,2.0,5.0,4.0,4.0,5.0,5,3.0,18.0,168.0,57.0,0.0,2,2,4,1,0,1,611G
